time,mono_out,pilot_38k,st_diff_raw
26010,       1942,     -71746,      97272
26020,       1942,    -153564,      19646
26030,       1942,    -211671,    -224207
26040,       1942,    -228709,    -692538
26050,       1942,    -199441,   -1012466
26060,       2080,    -132756,    -892055
26070,       2080,     -47239,    -585858
26080,       2080,      36441,    -413955
26090,       2080,     101966,    -219911
26100,       2080,     140026,     234055
26110,       2080,     147204,     710475
26120,       2080,     123017,     823336
26130,       2080,      68405,     563659
26140,       2205,     -12174,     274025
26150,       2205,    -106727,     137411
26160,       2205,    -194508,     -37176
26170,       2205,    -251075,    -493509
26180,       2205,    -258342,   -1182244
26190,       2205,    -213630,   -1743304
26200,       2205,    -131137,   -1887865
26210,       2205,     -34653,   -1605146
26220,       1427,      52978,   -1006067
26230,       1427,     116700,    -271573
26240,       1427,     150008,     423099
26250,       1427,     152191,     931662
26260,       1427,     125664,    1166077
26270,       1427,      74952,    1128204
26280,       1427,       6886,     891551
26290,       1427,     -68897,     520272
26300,       1727,    -139973,      46904
26310,       1727,    -192550,    -462028
26320,       1727,    -214728,    -950833
26330,       1727,    -200472,   -1362705
26340,       1727,    -152058,   -1604589
26350,       1727,     -79659,   -1571670
26360,       1727,       1494,   -1247203
26370,       1727,      74940,    -680214
26380,        846,     126414,      12770
26390,        846,     146054,     614595
26400,        846,     129481,     961437
26410,        846,      78472,    1001411
26420,        846,       1696,     791047
26430,        846,     -85196,     421097
26440,        846,    -161749,       8625
26450,        846,    -208138,    -471407
26460,        481,    -212270,   -1042049
26470,        481,    -174537,   -1502293
26480,        481,    -107161,   -1573991
26490,        481,     -28735,   -1249883
26500,        481,      42520,    -716849
26510,        481,      93380,    -172747
26520,        481,     117073,     242746
26530,        481,     112588,     556085
26540,        463,      83319,     762460
26550,        463,      35895,     734570
26560,        463,     -20516,     452640
26570,        463,     -74665,     133414
26580,        463,    -114487,     -50449
26590,        463,    -130210,    -202413
26600,        463,    -118448,    -477961
26610,        463,     -84271,    -731033
26620,        216,     -39203,    -713349
26630,        216,       3759,    -427939
26640,        216,      35020,    -136675
26650,        216,      50495,       8872
26660,        216,      50499,      73767
26670,        216,      37425,     106660
26680,        216,      14686,      90839
26690,        216,     -12795,      44624
26700,       2138,     -38413,       8662
26710,       2138,     -55427,      -2312
26720,       2138,     -59545,      -3264
26730,       2138,     -50721,     -23005
26740,       2138,     -32875,     -66407
26750,       2138,     -11662,     -89307
26760,       2138,       8186,     -63118
26770,       2138,      24210,     -16901
26780,       1948,      35614,       5819
26790,       1948,      41505,       6005
26800,       1948,      39564,      15407
26810,       1948,      26552,      43045
26820,       1948,        691,      55598
26830,       1948,     -35554,      32023
26840,       1948,     -74369,        560
26850,       1948,    -104509,     -31805
26860,       2218,    -115800,    -134359
26870,       2218,    -103892,    -356393
26880,       2218,     -72313,    -606707
26890,       2218,     -30475,    -699141
26900,       2218,      10818,    -537193
26910,       2218,      43372,    -223742
26920,       2218,      62999,      74151
26930,       2218,      68554,     279927
26940,       1953,      60377,     400326
26950,       1953,      39762,     449751
26960,       1953,       9532,     415268
26970,       1953,     -25520,     283381
26980,       1953,     -59386,      68604
26990,       1953,     -86445,    -178915
27000,       1953,    -102612,    -393723
27010,       1953,    -105465,    -551678
27020,        695,     -94038,    -650945
27030,        695,     -69189,    -683566
27040,        695,     -34410,    -632369
27050,        695,       3885,    -496891
27060,        695,      37252,    -265939
27070,        695,      57093,      30491
27080,        695,      56942,     280590
27090,        695,      34751,     384597
27100,       1221,      -5353,     334812
27110,       1221,     -52873,     180881
27120,       1221,     -93409,     -26765
27130,       1221,    -113639,    -289718
27140,       1221,    -106661,    -594115
27150,       1221,     -74635,    -795141
27160,       1221,     -27206,    -747982
27170,       1221,      22825,    -463918
27180,         78,      63717,    -135871
27190,         78,      86956,      87800
27200,         78,      87630,     208573
27210,         78,      64546,     291947
27220,         78,      20974,     313123
27230,         78,     -34636,     208702
27240,         78,     -89405,      43975
27250,         78,    -129004,     -26891
27260,        134,    -142459,     -38591
27270,        134,    -126856,    -209758
27280,        134,     -89086,    -510293
27290,        134,     -42786,    -629945
27300,        134,      -1910,    -443865
27310,        134,      25049,    -171855
27320,        134,      36883,      -5346
27330,        134,      36987,      50782
27340,        382,      28959,      70560
27350,        382,      14465,      74551
27360,        382,      -5297,      51498
27370,        382,     -27043,      16598
27380,        382,     -45037,      -2478
27390,        382,     -53588,      -5256
27400,        382,     -50206,     -21771
27410,        382,     -36928,     -66985
27420,        474,     -19060,    -100756
27430,        474,      -2423,     -78220
27440,        474,       9123,     -26487
27450,        474,      14656,      -1593
27460,        474,      15428,       4160
27470,        474,      13092,       8730
27480,        474,       8335,      10230
27490,        474,       1058,       6737
27500,       2114,      -8343,       1636
27510,       2114,     -18092,        -35
27520,       2114,     -25378,        162
27530,       2114,     -27622,      -4152
27540,       2114,     -23740,     -17150
27550,       2114,     -14600,     -36470
27560,       2114,      -2362,     -46205
27570,       2114,      10729,     -31867
27580,       1326,      23023,      -4921
27590,       1326,      32943,      20054
27600,       1326,      37863,      37817
27610,       1326,      33848,      49575
27620,       1326,      17250,      59678
27630,       1326,     -12453,      62969
27640,       1326,     -50546,      38542
27650,       1326,     -87476,     -31765
27660,       1826,    -111927,    -143445
27670,       1826,    -115189,    -296770
27680,       1826,     -94765,    -483779
27690,       1826,     -55425,    -627803
27700,       1826,      -7186,    -624672
27710,       1826,      38608,    -407677
27720,       1826,      72799,     -53994
27730,       1826,      89653,     280171
27740,       1874,      85988,     489402
27750,       1874,      60317,     539056
27760,       1874,      13979,     459246
27770,       1874,     -46233,     292160
27780,       1874,    -107005,      65239
27790,       1874,    -151680,    -226289
27800,       1874,    -166923,    -587901
27810,       1874,    -148916,    -933484
27820,       1836,    -105068,   -1100812
27830,       1836,     -50396,   -1000094
27840,       1836,      -1062,    -708799
27850,       1836,      31404,    -331020
27860,       1836,      43006,      -6825
27870,       1836,      36994,     204984
27880,       1836,      21289,     295750
27890,       1836,       4850,     267447
27900,       1952,      -5696,     159293
27910,       1952,      -7995,      36895
